"","X","Date","TC","TdC","Hr","TmaxC","TminC","ddd","ffkmh","P0hPa","PseahPa","Precmm","Nt","HKm","InsoD1","Viskm"
"43",43,"2021-01-26 15:00:00",34.5,-6,7,NA,NA,"NE",7.4,984.5,1009.4,NA,5,2.5,NA,10
"42",42,"2021-01-26 18:00:00",32.4,-2.3,11,35,NA,"N",18.5,985.3,1010.2,"0.0/12h",5,2.5,NA,10
"41",41,"2021-01-26 21:00:00",25.4,1.2,21,NA,NA,"NNW",7.4,987.3,1012.4,NA,5,2.5,NA,8
"40",40,"2021-01-27 00:00:00",22.4,-2,19,NA,NA,"NNW",7.4,986.7,1011.6,"0.0/6h",5,2.5,NA,10
"39",39,"2021-01-27 03:00:00",19.2,-2.1,24,NA,NA,"NNW",7.4,985.9,1010.8,NA,5,2.5,NA,10
"38",38,"2021-01-27 06:00:00",19.4,-6,17,NA,18.8,"NNE",14.8,986.6,1011.6,"0.0/24h",5,2.5,11,10
"37",37,"2021-01-27 09:00:00",26,-4.2,13,NA,NA,"NNE",22.2,988.4,1013.5,NA,3,2.5,NA,10
"36",36,"2021-01-27 12:00:00",32.2,-2,11,NA,NA,"NE",18.5,986.6,1011.5,"0.0/6h",3,2.5,NA,10
"35",35,"2021-01-27 15:00:00",34.4,0.1,11,NA,NA,"E",11.1,984.3,1009.2,NA,2,2.5,NA,15
"34",34,"2021-01-27 18:00:00",31.5,-0.1,13,34.6,NA,"NE",11.1,984.7,1009.7,"0.0/12h",4,2.5,NA,10
"33",33,"2021-01-27 21:00:00",25,1,21,NA,NA,"N",7.4,986.7,1011.8,NA,3,2.5,NA,10
"32",32,"2021-01-28 00:00:00",21.5,-0.8,22,NA,NA,"N",7.4,986.1,1011,"0.0/6h",3,2.5,NA,10
"31",31,"2021-01-28 03:00:00",19.2,-0.7,26,NA,NA,"NNW",11.1,985.5,1010.4,NA,3,2.5,NA,10
"30",30,"2021-01-28 06:00:00",19.5,-5,19,NA,18.5,"N",11.1,986.3,1011.4,"0.0/24h",3,2.5,11.2,10
"29",29,"2021-01-28 09:00:00",26,-3.8,14,NA,NA,"E",22.2,988.3,1013.4,NA,5,2.5,NA,8
"28",28,"2021-01-28 12:00:00",32.6,-5,9,NA,NA,"E",18.5,986.9,1011.8,"0.0/6h",5,2.5,NA,10
"27",27,"2021-01-28 15:00:00",35,-1.8,10,NA,NA,"NE",22.2,984.6,1009.5,NA,3,2.5,NA,10
"26",26,"2021-01-28 18:00:00",32.5,-0.1,12,35.5,NA,"NE",11.1,985.2,1010.2,"0.0/12h",3,2.5,NA,10
"25",25,"2021-01-28 21:00:00",27.4,-1.2,15,NA,NA,"CAL",0,987.6,1012.6,NA,3,2.5,NA,10
"24",24,"2021-01-29 00:00:00",24,0.7,22,NA,NA,"NE",7.4,987,1011.9,"0.0/6h",3,2.5,NA,10
"23",23,"2021-01-29 03:00:00",22,0.1,23,NA,NA,"CAL",0,987.3,1012.1,NA,3,2.5,NA,10
"22",22,"2021-01-29 06:00:00",20.6,-1,23,NA,20,"CAL",0,988,1013,"0.0/24h",5,2.5,10.6,10
"21",21,"2021-01-29 09:00:00",26,-2.9,15,NA,NA,"ENE",22.2,989.5,1014.6,NA,5,2.5,NA,10
"20",20,"2021-01-29 12:00:00",31.8,-2.8,11,NA,NA,"NE",25.9,988.1,1013,"0.0/6h",5,2.5,NA,8
"19",19,"2021-01-29 15:00:00",34,0.8,12,NA,NA,"NE",22.2,985.8,1010.6,NA,5,2.5,NA,8
"18",18,"2021-01-29 18:00:00",31.8,0.2,13,34.2,NA,"NNE",11.1,986.2,1011.2,"0.0/12h",5,2.5,NA,4
"17",17,"2021-01-29 21:00:00",27,3.2,22,NA,NA,"CAL",0,987.9,1012.9,NA,5,2.5,NA,4
"16",16,"2021-01-30 00:00:00",25,3.3,24,NA,NA,"CAL",0,988.2,1013.1,"0.0/6h",5,2.5,NA,4
"15",15,"2021-01-30 03:00:00",22.5,3,28,NA,NA,"CAL",0,987.1,1011.9,NA,5,2.5,NA,4
"14",14,"2021-01-30 06:00:00",20.5,1,27,NA,20.5,"E",7.4,987.5,1012.6,"0.0/24h",5,2.5,10.1,4
"13",13,"2021-01-30 09:00:00",26,-0.5,18,NA,NA,"ENE",33.4,989.2,1014.3,NA,5,2.5,NA,4
"12",12,"2021-01-30 12:00:00",31.2,-4,10,NA,NA,"ENE",18.5,988,1012.9,"0.0/6h",5,2.5,NA,4
"11",11,"2021-01-30 15:00:00",32.9,-2.5,10,NA,NA,"NNE",18.5,985.4,1010.3,NA,5,2.5,NA,4
"10",10,"2021-01-30 18:00:00",30,1.7,16,33.5,NA,"NNE",22.2,985.8,1010.9,"0.0/12h",5,2.5,NA,3.5
"9",9,"2021-01-30 21:00:00",26,0.6,19,NA,NA,"NNE",11.1,987.5,1012.6,NA,5,2.5,NA,4
"8",8,"2021-01-31 00:00:00",23.2,1,23,NA,NA,"NNW",11.1,986.8,1011.7,"0.0/6h",5,2.5,NA,4
"7",7,"2021-01-31 03:00:00",21.4,1.2,26,NA,NA,"NNW",7.4,985.5,1010.4,NA,5,2.5,NA,3.5
"6",6,"2021-01-31 06:00:00",20.6,-0.4,24,NA,20.4,"N",7.4,986.4,1011.5,"0.0/24h",5,2.5,9.1,3.5
"5",5,"2021-01-31 09:00:00",25.5,-2.8,15,NA,NA,"N",14.8,982.5,1013.6,NA,5,2.5,NA,2.5
"4",4,"2021-01-31 12:00:00",31,-1.2,12,NA,NA,"ENE",22.2,986.4,1011.3,"0.0/6h",5,2.5,NA,3.5
"3",3,"2021-01-31 15:00:00",33,-0.9,11,NA,NA,"NE",14.8,984.7,1009.6,NA,5,2.5,NA,3.5
"2",2,"2021-01-31 18:00:00",30.8,-0.6,13,33.3,NA,"NE",14.8,985.1,1010.1,"0.0/12h",6,2.5,NA,10
"1",1,"2021-01-31 21:00:00",27,0.2,17,NA,NA,"NNW",11.1,987.3,1012.4,NA,5,2.5,NA,4.5
"2231",223,"2021-02-01 00:00:00",23,-0.1,22,NA,NA,"N",7.4,986.5,1011.4,"0.0/6h",5,2.5,NA,4.5
"2221",222,"2021-02-01 03:00:00",20.8,-1.3,23,NA,NA,"NNW",11.1,986,1010.9,NA,5,2.5,NA,6
"2211",221,"2021-02-01 06:00:00",18.5,1,31,NA,18.5,"N",11.1,986.8,1011.9,"0.0/24h",5,2.5,9,8
"2201",220,"2021-02-01 09:00:00",24.8,-3.1,16,NA,NA,"NNE",14.8,989.1,1014.2,NA,5,2.5,NA,8
"2191",219,"2021-02-01 12:00:00",31.5,-8,7,NA,NA,"NE",11.1,987.5,1012.5,"0.0/6h",5,2.5,NA,10
"2181",218,"2021-02-01 15:00:00",33,-2.8,10,NA,NA,"E",3.7,985.5,1010.4,NA,5,2.5,NA,15
"2171",217,"2021-02-01 18:00:00",31,-3.6,10,33.5,NA,"NE",11.1,985.8,1010.9,"0.0/12h",6,2.5,NA,10
"2161",216,"2021-02-01 21:00:00",26,-2.9,15,NA,NA,"NE",11.1,987.6,1012.7,NA,5,2.5,NA,10
"2151",215,"2021-02-02 00:00:00",22.5,-1.3,20,NA,NA,"NE",7.4,987.3,1012.3,"0.0/6h",6,2.5,NA,10
"2141",214,"2021-02-02 03:00:00",19.6,-1.5,24,NA,NA,"CAL",0,986.5,1011.5,NA,5,2.5,NA,10
"2131",213,"2021-02-02 06:00:00",17.4,0.2,31,NA,17,"CAL",0,987.3,1012.5,"0.0/24h",5,2.5,10,10
"2121",212,"2021-02-02 09:00:00",26,-5.9,12,NA,NA,"NE",14.8,989.1,1014.2,NA,3,2.5,NA,10
"2111",211,"2021-02-02 12:00:00",32.5,-5.9,8,NA,NA,"ENE",18.5,987.4,1012.3,"0.0/6h",3,2.5,NA,12
"2101",210,"2021-02-02 15:00:00",34.6,-5,8,NA,NA,"NNE",14.8,985.2,1010.1,NA,3,2.5,NA,12
"2091",209,"2021-02-02 18:00:00",32.4,-4.5,9,35,NA,"NNE",7.4,985.7,1010.8,"0.0/12h",3,2.5,NA,10
"2081",208,"2021-02-02 21:00:00",26.5,1,19,NA,NA,"CAL",0,987.5,1012.5,NA,3,2.5,NA,8
"2071",207,"2021-02-03 00:00:00",22.5,1.2,24,NA,NA,"CAL",0,987.1,1012,"0.0/6h",3,2.5,NA,10
"2061",206,"2021-02-03 03:00:00",20.5,-2.8,21,NA,NA,"CAL",0,986.8,1011.7,NA,3,2.5,NA,10
"2051",205,"2021-02-03 06:00:00",19,-1.8,24,NA,18.8,"NE",7.4,987.4,1012.5,"0.0/24h",3,2.5,11.2,10
"2041",204,"2021-02-03 09:00:00",26.4,-7,11,NA,NA,"ENE",22.2,989.6,1014.7,NA,3,2.5,NA,10
"2031",203,"2021-02-03 12:00:00",32.8,-8,7,NA,NA,"ENE",25.9,988.2,1013.2,"0.0/6h",3,2.5,NA,10
"2021",202,"2021-02-03 15:00:00",35,-4,8,NA,NA,"ENE",18.5,985.6,1010.5,NA,3,2.5,NA,10
"2011",201,"2021-02-03 18:00:00",32,-0.1,13,35.5,NA,"NE",18.5,985.9,1010.9,"0.0/12h",3,2.5,NA,10
"2001",200,"2021-02-03 21:00:00",26.4,2,21,NA,NA,"NE",7.4,987.1,1012.1,NA,3,2.5,NA,8
"1991",199,"2021-02-04 00:00:00",24.2,-2,17,NA,NA,"NE",11.1,986.7,1011.5,"0.0/6h",3,2.5,NA,10
"1981",198,"2021-02-04 03:00:00",22.2,-1.7,20,NA,NA,"NE",11.1,986.2,1011,NA,3,2.5,NA,10
"1971",197,"2021-02-04 06:00:00",20.8,-1.2,23,NA,20.5,"ENE",14.8,987.6,1012.6,"0.0/24h",3,2.5,10.6,10
"1961",196,"2021-02-04 09:00:00",26,-8,10,NA,NA,"ENE",22.2,989.4,1014.4,NA,5,2.5,NA,3.5
"1951",195,"2021-02-04 12:00:00",31.5,-4.9,9,NA,NA,"NE",22.2,987.6,1012.5,"0.0/6h",5,2.5,NA,4
"1941",194,"2021-02-04 15:00:00",33.8,0.3,12,NA,NA,"NE",22.2,985,1009.8,NA,7,2.5,NA,4
"1931",193,"2021-02-04 18:00:00",31.6,1.5,15,34.5,NA,"NE",14.8,985,1010,"0.0/12h",7,2.5,NA,4
"1921",192,"2021-02-04 21:00:00",26.5,1,19,NA,NA,"CAL",0,986.6,1011.6,NA,7,2.5,NA,5
"1911",191,"2021-02-05 00:00:00",24,-3.2,16,NA,NA,"CAL",0,986.5,1011.4,"0.0/6h",7,2.5,NA,5
"1901",190,"2021-02-05 03:00:00",22.4,-1.6,20,NA,NA,"NE",7.4,986.4,1011,NA,7,2.5,NA,5
"1891",189,"2021-02-05 06:00:00",20.5,-0.2,25,NA,20.2,"N",7.4,987.5,1012.6,"0.0/24h",7,2.5,9.1,8
"1881",188,"2021-02-05 09:00:00",25.8,-2.5,15,NA,NA,"E",22.2,989.7,1014.8,NA,7,2.5,NA,6
"1871",187,"2021-02-05 12:00:00",31.4,0.1,13,NA,NA,"E",25.9,987.8,1012.7,"0.0/6h",7,2.5,NA,6
"1861",186,"2021-02-05 15:00:00",34.4,3.4,14,NA,NA,"E",7.4,984.9,1009.7,NA,7,2.5,NA,8
"1851",185,"2021-02-05 18:00:00",32.5,4.2,17,35,NA,"ENE",7.4,985.1,1010.1,"0.0/12h",7,2.5,NA,8
"1841",184,"2021-02-05 21:00:00",28,3.1,20,NA,NA,"NE",14.8,987.5,1012.7,NA,7,2.5,NA,6
"1831",183,"2021-02-06 00:00:00",25.5,3.2,24,NA,NA,"NE",11.1,987.7,1012.5,"0.0/6h",7,2.5,NA,4.5
"1821",182,"2021-02-06 03:00:00",24.4,3.5,26,NA,NA,"E",18.5,986.4,1011.1,NA,7,2.5,NA,4
"1811",181,"2021-02-06 06:00:00",23,0.1,22,NA,22.4,"E",18.5,987.2,1012.1,"0.0/24h",7,2.5,9.6,2
"1801",180,"2021-02-06 09:00:00",25.6,-2,16,NA,NA,"ENE",29.7,988.6,1013.6,NA,7,2.5,NA,1.5
"1791",179,"2021-02-06 12:00:00",31,2.3,16,NA,NA,"E",29.7,986.8,1011.6,"0.0/6h",7,2.5,NA,2.5
"1781",178,"2021-02-06 15:00:00",34,0,11,NA,NA,"NE",11.1,984,1008.7,NA,7,2.5,NA,2
"1771",177,"2021-02-06 18:00:00",32.6,-0.2,12,34.6,NA,"ENE",11.1,984.3,1009.1,"0.0/12h",7,2.5,NA,1.8
"1761",176,"2021-02-06 21:00:00",28.5,6.4,25,NA,NA,"CAL",0,986.2,1011.1,NA,7,2.5,NA,2
"1751",175,"2021-02-07 00:00:00",25,5.8,29,NA,NA,"CAL",0,986.7,1011.6,"0.0/6h",7,2.5,NA,2
"1741",174,"2021-02-07 03:00:00",23.5,4.8,30,NA,NA,"CAL",0,985.9,1010.7,NA,7,2.5,NA,2
"1731",173,"2021-02-07 06:00:00",22.4,4.6,31,NA,22,"E",11.1,985.3,1010.2,"0.0/24h",7,2.5,7.5,2
"1721",172,"2021-02-07 09:00:00",27,-0.6,16,NA,NA,"ENE",18.5,987.3,1012.2,NA,7,2.5,NA,1.6
"1711",171,"2021-02-07 12:00:00",32,-1,12,NA,NA,"ENE",14.8,985.7,1010.5,"0.0/6h",7,2.5,NA,1.8
"1701",170,"2021-02-07 15:00:00",34,-0.1,11,NA,NA,"NE",11.1,983.4,1008.1,NA,7,2.5,NA,1.8
"1691",169,"2021-02-07 18:00:00",32.5,-1.8,11,34.5,NA,"NE",11.1,983.6,1008.5,"0.0/12h",7,2.5,NA,1.8
"1681",168,"2021-02-07 21:00:00",29.6,-0.2,15,NA,NA,"N",11.1,985.4,1010.2,NA,7,2.5,NA,3.5
"1671",167,"2021-02-08 00:00:00",25.2,3,24,NA,NA,"NE",7.4,984.4,1009.2,"0.0/6h",7,2.5,NA,3.5
"1661",166,"2021-02-08 03:00:00",23.6,2,24,NA,NA,"SSE",7.4,984,1008.7,NA,7,2.5,NA,5
"1651",165,"2021-02-08 06:00:00",22.2,4.6,32,NA,22,"NW",7.4,985.5,1010.4,"0.0/24h",7,2.5,6.9,3.5
"1641",164,"2021-02-08 09:00:00",28,-2.2,14,NA,NA,"N",11.1,987.2,1012,NA,7,2.5,NA,3.5
"1631",163,"2021-02-08 12:00:00",33,-8,7,NA,NA,"NE",18.5,985.4,1010.2,"0.0/6h",7,2.5,NA,4.5
"1621",162,"2021-02-08 15:00:00",35.5,-8,6,NA,NA,"NE",18.5,982.7,1007.3,NA,7,2.5,NA,6
"1611",161,"2021-02-08 18:00:00",33.2,-1.1,11,36.4,NA,"NE",14.8,983.3,1008.1,"0.0/12h",7,2.5,NA,5
"1601",160,"2021-02-08 21:00:00",27.5,-1.4,15,NA,NA,"CAL",0,985.2,1010.1,NA,7,2.5,NA,6
"1591",159,"2021-02-09 00:00:00",25,-0.8,18,NA,NA,"NNW",7.4,985.6,1010.4,"0.0/6h",5,2.5,NA,10
"1581",158,"2021-02-09 03:00:00",21,-6,16,NA,NA,"NNW",7.4,984.7,1009.5,NA,5,2.5,NA,8
"1571",157,"2021-02-09 06:00:00",19.6,-1,25,NA,19.6,"N",7.4,985.8,1010.8,"0.0/24h",5,2.5,9.4,8
"1561",156,"2021-02-09 09:00:00",26.6,-7.5,10,NA,NA,"E",22.2,987.8,1012.8,NA,5,2.5,NA,10
"1551",155,"2021-02-09 12:00:00",33,-4.8,9,NA,NA,"E",11.1,986,1010.8,"0.0/6h",5,2.5,NA,10
"1541",154,"2021-02-09 15:00:00",35.4,5.8,16,NA,NA,"NE",22.2,983.1,1007.5,NA,5,2.5,NA,15
"1531",153,"2021-02-09 18:00:00",33,-4.8,9,36,NA,"ENE",11.1,983.4,1008.3,"0.0/12h",5,2.5,NA,10
"1521",152,"2021-02-09 21:00:00",27.5,0.1,17,NA,NA,"N",7.4,986,1010.9,NA,5,2.5,NA,10
"1511",151,"2021-02-10 00:00:00",24.4,1.4,22,NA,NA,"CAL",0,985.8,1010.6,"0.0/6h",5,2.5,NA,10
"1501",150,"2021-02-10 03:00:00",21.4,-0.9,22,NA,NA,"CAL",0,984.9,1009.7,NA,5,2.5,NA,10
"1491",149,"2021-02-10 06:00:00",20.4,1.3,28,NA,19,"CAL",0,985.4,1010.4,"0.0/24h",5,2.5,10.9,10
"1481",148,"2021-02-10 09:00:00",27.4,-3,13,NA,NA,"NE",11.1,987.1,1012,NA,5,2.5,NA,10
"1471",147,"2021-02-10 12:00:00",35.4,-1.6,9,NA,NA,"E",22.2,985.5,1010.2,"0.0/6h",5,2.5,NA,10
"1461",146,"2021-02-10 15:00:00",37,-2.5,8,NA,NA,"NNE",7.4,982.9,1007.6,NA,5,2.5,NA,10
"1451",145,"2021-02-10 18:00:00",35,1,12,37.6,NA,"NNE",7.4,983.4,1008.2,"0.0/12h",5,2.5,NA,8
"1441",144,"2021-02-10 21:00:00",29.5,5.8,22,NA,NA,"CAL",0,985.3,1010.1,NA,5,2.5,NA,8
"1431",143,"2021-02-11 00:00:00",25.5,3.9,25,NA,NA,"CAL",0,985.4,1010,"0.0/6h",5,2.5,NA,10
"1421",142,"2021-02-11 03:00:00",23.5,0.7,22,NA,NA,"NE",7.4,984.2,1008.8,NA,5,2.5,NA,8
"1411",141,"2021-02-11 06:00:00",21,3.8,32,NA,18,"CAL",0,985.1,1009.9,"0.0/24h",5,2.5,10.9,8
"1401",140,"2021-02-11 09:00:00",29.5,-2.8,12,NA,NA,"ENE",18.5,986.9,1011.6,NA,5,2.5,NA,8
"1391",139,"2021-02-11 12:00:00",35.2,-8,6,NA,NA,"E",22.2,985.6,1010.2,"0.0/6h",5,2.5,NA,8
"1381",138,"2021-02-11 15:00:00",37.5,-4,7,NA,NA,"E",14.8,982.8,1007.4,NA,5,2.5,NA,8
"1371",137,"2021-02-11 18:00:00",34.8,-4,8,38,NA,"NNE",14.8,983,1007.8,"0.0/12h",5,2.5,NA,8
"1361",136,"2021-02-11 21:00:00",29.5,0,15,NA,NA,"NNE",11.1,985,1009.7,NA,5,2.5,NA,8
"1351",135,"2021-02-12 00:00:00",26.4,-0.4,17,NA,NA,"NNW",7.4,985,1009.6,"0.0/6h",5,2.5,NA,10
"1341",134,"2021-02-12 03:00:00",23,1.5,24,NA,NA,"NNW",7.4,984.2,1008.8,NA,5,2.5,NA,10
"1331",133,"2021-02-12 06:00:00",21.8,2,27,NA,21.4,"NNE",11.1,984.8,1009.6,"0.0/24h",5,2.5,10.5,10
"1321",132,"2021-02-12 09:00:00",30.5,-8,8,NA,NA,"NE",22.2,986.6,1011.3,NA,5,2.5,NA,8
"1311",131,"2021-02-12 12:00:00",35,-8,6,NA,NA,"NE",18.5,985.6,1010.2,"0.0/6h",5,2.5,NA,8
"1301",130,"2021-02-12 15:00:00",37.5,-4.7,7,NA,NA,"E",14.8,982.8,1007.4,NA,5,2.5,NA,10
"1291",129,"2021-02-12 18:00:00",34.8,-2.2,9,37.7,NA,"E",7.4,983.3,1008.1,"0.0/12h",5,2.5,NA,10
"1281",128,"2021-02-12 21:00:00",28,-0.2,16,NA,NA,"NE",7.4,984.9,1009.6,NA,5,2.5,NA,10
"1271",127,"2021-02-13 00:00:00",25.6,-2.5,15,NA,NA,"NE",7.4,984.3,1008.9,"0.0/6h",5,2.5,NA,10
"1261",126,"2021-02-13 03:00:00",22.8,-3,18,NA,NA,"ENE",14.8,982.9,1007.7,NA,5,2.5,NA,10
"1251",125,"2021-02-13 06:00:00",22,-0.5,22,NA,22,"NE",11.1,983.7,1008.4,"0.0/24h",5,2.5,10.8,10
"1241",124,"2021-02-13 09:00:00",29.8,-8,8,NA,NA,"E",18.5,985.9,1010.7,NA,5,2.5,NA,10
"1231",123,"2021-02-13 12:00:00",35.4,-8,6,NA,NA,"E",18.5,984.6,1009.2,"0.0/6h",5,2.5,NA,10
"1221",122,"2021-02-13 15:00:00",37,-4.7,7,NA,NA,"ENE",11.1,982.2,1006.8,NA,5,2.5,NA,15
"1211",121,"2021-02-13 18:00:00",35.2,-3,9,37.5,NA,"ENE",7.4,982.3,1007,"0.0/12h",5,2.5,NA,10
"1201",120,"2021-02-13 21:00:00",29.4,1,16,NA,NA,"CAL",0,984.2,1008.9,NA,5,2.5,NA,10
"1191",119,"2021-02-14 00:00:00",26.6,2,20,NA,NA,"CAL",0,983.8,1007.3,"0.0/6h",5,2.5,NA,10
"1181",118,"2021-02-14 03:00:00",23,2.2,25,NA,NA,"CAL",0,982.3,1006.9,NA,5,2.5,NA,10
"1171",117,"2021-02-14 06:00:00",21.2,-1.3,22,NA,21,"CAL",0,983.2,1008,"0.0/24h",5,2.5,11,10
"1161",116,"2021-02-14 09:00:00",28.8,-1.9,13,NA,NA,"NNE",18.5,985.1,1010,NA,5,2.5,NA,10
"1151",115,"2021-02-14 12:00:00",35.5,-5,7,NA,NA,"NE",18.5,983.8,1008.3,"0.0/6h",5,2.5,NA,10
"1141",114,"2021-02-14 15:00:00",37.4,-4.4,7,NA,NA,"ENE",14.8,981.4,1006,NA,5,2.5,NA,10
"1131",113,"2021-02-14 18:00:00",35.4,0.2,11,37.8,NA,"NE",11.1,981.8,1006.5,"0.0/12h",5,2.5,NA,6
"1121",112,"2021-02-14 21:00:00",30,-1.8,13,NA,NA,"NE",11.1,983.7,1008.4,NA,5,2.5,NA,8
"1111",111,"2021-02-15 00:00:00",26.5,-3.9,13,NA,NA,"NE",7.4,983.8,1008.3,"0.0/6h",5,2.5,NA,10
"1101",110,"2021-02-15 03:00:00",23.5,-4,16,NA,NA,"NE",7.4,982.9,1007,NA,5,2.5,NA,10
"1091",109,"2021-02-15 06:00:00",21.6,1.1,26,NA,21.5,"NE",11.1,983.5,1008.3,"0.0/24h",5,2.5,11,10
"1081",108,"2021-02-15 09:00:00",30.2,-5,10,NA,NA,"E",22.2,985.7,1010.4,NA,5,2.5,NA,7
"1071",107,"2021-02-15 12:00:00",36.6,1,11,NA,NA,"E",25.9,984.3,1008.8,"0.0/6h",5,2.5,NA,4
"1061",106,"2021-02-15 15:00:00",38,-0.1,9,NA,NA,"E",18.5,981.6,1006.1,NA,5,2.5,NA,6
"1051",105,"2021-02-15 18:00:00",36,1,11,38.5,NA,"ENE",11.1,981.7,1006.4,"0.0/12h",5,2.5,NA,6
"1041",104,"2021-02-15 21:00:00",31,4.6,19,NA,NA,"ENE",11.1,983.4,1008,NA,5,2.5,NA,6
"1031",103,"2021-02-16 00:00:00",28,3,20,NA,NA,"ENE",11.1,983.5,1007.9,"0.0/6h",5,2.5,NA,7
"1021",102,"2021-02-16 03:00:00",24.6,4.5,27,NA,NA,"CAL",0,983.1,1007.6,NA,5,2.5,NA,8
"1011",101,"2021-02-16 06:00:00",25,-1,18,NA,24.5,"E",11.1,983.6,1008.2,"0.0/24h",5,2.5,10.4,8
"1001",100,"2021-02-16 09:00:00",30,-4,11,NA,NA,"E",29.7,985.8,1010.4,NA,5,2.5,NA,6
"991",99,"2021-02-16 12:00:00",35.6,-2.8,9,NA,NA,"E",29.7,985.1,1009.6,"0.0/6h",5,2.5,NA,6
"981",98,"2021-02-16 15:00:00",37.5,-4.7,7,NA,NA,"E",25.9,982.1,1006.6,NA,5,2.5,NA,6
"971",97,"2021-02-16 18:00:00",35,0,11,38,NA,"E",18.5,982.7,1007.3,"0.0/12h",5,2.5,NA,8
"961",96,"2021-02-16 21:00:00",30.5,0.8,15,NA,NA,"E",7.4,984.7,1009.3,NA,5,2.5,NA,8
"951",95,"2021-02-17 00:00:00",27.4,0.3,17,NA,NA,"E",11.1,985.2,1009.7,"0.0/6h",6,2.5,NA,8
"941",94,"2021-02-17 03:00:00",26,-0.4,18,NA,NA,"E",22.2,984.9,1009.4,NA,5,2.5,NA,6
"931",93,"2021-02-17 06:00:00",23.8,-1.3,19,NA,23.8,"E",29.7,986.7,1011.4,"0.0/24h",5,2.5,10.5,4
"921",92,"2021-02-17 09:00:00",26.4,-3.8,13,NA,NA,"E",29.7,989.3,1014.2,NA,7,2.5,NA,2
"911",91,"2021-02-17 12:00:00",31,-1.8,12,NA,NA,"E",29.7,987.7,1012.5,"0.0/6h",7,2.5,NA,2
"901",90,"2021-02-17 15:00:00",32,-3.8,10,NA,NA,"ENE",29.7,985.1,1009.9,NA,7,2.5,NA,1.5
"891",89,"2021-02-17 18:00:00",31,-2.8,11,34,NA,"NE",22.2,985.6,1010.5,"0.0/12h",7,2.5,NA,1.8
"881",88,"2021-02-17 21:00:00",28,0.1,16,NA,NA,"E",7.4,988.1,1013.1,NA,7,2.5,NA,2
"871",87,"2021-02-18 00:00:00",25.6,-2.1,16,NA,NA,"E",22.2,988.8,1013.7,"0.0/6h",7,2.5,NA,2
"861",86,"2021-02-18 03:00:00",23.2,-4.4,16,NA,NA,"E",22.2,988.2,1013.2,NA,7,2.5,NA,2.5
"851",85,"2021-02-18 06:00:00",20,-4.8,18,NA,19.8,"E",18.5,989.4,1014.5,"0.0/24h",7,2.5,8.2,3.5
"841",84,"2021-02-18 09:00:00",23,-5.9,14,NA,NA,"E",33.4,991.5,1016.7,NA,7,2.5,NA,3.5
"831",83,"2021-02-18 12:00:00",28,-3.2,13,NA,NA,"E",29.7,990,1015,"0.0/6h",7,2.5,NA,3.5
"821",82,"2021-02-18 15:00:00",30.4,-5.5,9,NA,NA,"ENE",25.9,987.2,1012.2,NA,7,2.5,NA,4
"811",81,"2021-02-18 18:00:00",28.6,-5.8,10,31,NA,"NE",22.2,988.1,1013.3,"0.0/12h",7,2.5,NA,2.5
"801",80,"2021-02-18 21:00:00",26.5,-4,13,NA,NA,"E",14.8,990.3,1015.6,NA,7,2.5,NA,1.8
"791",79,"2021-02-19 00:00:00",24.5,-4.3,14,NA,NA,"E",14.8,991,1016.1,"0.0/6h",7,2.5,NA,1.5
"781",78,"2021-02-19 03:00:00",23,-3,17,NA,NA,"E",11.1,989.9,1015,NA,7,2.5,NA,1.5
"771",77,"2021-02-19 06:00:00",20.6,-2.6,21,NA,20.6,"E",11.1,991.4,1016.7,"0.0/24h",7,2.5,0,1.5
"761",76,"2021-02-19 09:00:00",23,-8,12,NA,NA,"ENE",37.1,992.9,1018.2,NA,7,2.5,NA,1.5
"751",75,"2021-02-19 12:00:00",27.2,-5.4,11,NA,NA,"ENE",25.9,991.3,1016.5,"0.0/6h",7,2.5,NA,1.8
"741",74,"2021-02-19 15:00:00",30.2,-8,8,NA,NA,"E",25.9,987.8,1012.8,NA,7,2.5,NA,1.8
"731",73,"2021-02-19 18:00:00",28.8,-6.8,9,30.5,NA,"E",18.5,988.3,1013.5,"0.0/12h",7,2.5,NA,1.8
"721",72,"2021-02-19 21:00:00",25.2,-5,13,NA,NA,"NNE",11.1,990.4,1015.7,NA,7,2.5,NA,2
"711",71,"2021-02-20 00:00:00",22.8,-4.6,16,NA,NA,"NE",11.1,990,1015.2,"0.0/6h",7,2.5,NA,2
"701",70,"2021-02-20 03:00:00",20.4,-3,20,NA,NA,"NNE",11.1,989.2,1014.3,NA,7,2.5,NA,2
"691",69,"2021-02-20 06:00:00",19,-3.5,22,NA,18.6,"NE",11.1,990.5,1015.8,"0.0/24h",7,2.5,6.8,2
"681",68,"2021-02-20 09:00:00",25,-8,11,NA,NA,"NE",31.5,992.5,1017.8,NA,7,2.5,NA,2.5
"671",67,"2021-02-20 12:00:00",29,-7,9,NA,NA,"NE",22.2,990.9,1016,"0.0/6h",7,2.5,NA,3
"661",66,"2021-02-20 15:00:00",31.4,-4.9,9,NA,NA,"E",11.1,987.8,1012.9,NA,7,2.5,NA,5
"651",65,"2021-02-20 18:00:00",29.6,-8,8,31.6,NA,"E",14.8,987.9,1013.1,"0.0/12h",7,2.5,NA,5
"641",64,"2021-02-20 21:00:00",25.5,-1.8,16,NA,NA,"E",11.1,990.9,1016.1,NA,7,2.5,NA,5
